Date;CustomerKey;ProductKey;AccountKey;Value
2023-06-01;7;1;2;28014
2023-06-01;7;1;3;6149
2023-06-01;7;1;4;16646
2023-06-01;8;1;1;132
2023-06-01;8;1;2;18216
2023-06-01;8;1;3;1584
2023-06-01;8;1;4;10824
2023-06-01;9;1;1;105
2023-06-01;9;1;2;14490
2023-06-01;9;1;3;1260
2023-06-01;9;1;4;8610
2023-06-01;10;1;1;274
2023-06-01;10;1;2;37812
2023-06-01;10;1;3;6673
2023-06-01;10;1;4;22468
2023-06-01;11;1;1;206
2023-06-01;11;1;2;28428
2023-06-01;11;1;3;5017
2023-06-01;11;1;4;16892
2023-06-01;12;1;1;137
2023-06-01;12;1;2;18906
2023-06-01;12;1;3;3336
2023-06-01;12;1;4;11234
2023-06-01;1;2;1;321
2023-06-01;1;2;2;48792
2023-06-01;1;2;3;6653
2023-06-01;1;2;4;27606
2023-06-01;2;2;1;230
2023-06-01;2;2;2;34960
2023-06-01;2;2;3;4767
2023-06-01;2;2;4;19780
2023-06-01;3;2;1;276
2023-06-01;3;2;2;41952
2023-06-01;3;2;3;5721
2023-06-01;3;2;4;23736
2023-06-01;4;2;1;230
2023-06-01;4;2;2;34960
2023-06-01;4;2;3;4767
2023-06-01;4;2;4;19780
2023-06-01;5;2;1;253
2023-06-01;5;2;2;38456
2023-06-01;5;2;3;5244
2023-06-01;5;2;4;21758
2023-06-01;6;2;1;190
2023-06-01;6;2;2;28880
2023-06-01;6;2;3;6340
2023-06-01;6;2;4;16340
2023-06-01;7;2;1;148
2023-06-01;7;2;2;22496
2023-06-01;7;2;3;4938
2023-06-01;7;2;4;12728
2023-06-01;8;2;1;96
2023-06-01;8;2;2;14592
2023-06-01;8;2;3;1269
2023-06-01;8;2;4;8256
2023-06-01;9;2;1;77
2023-06-01;9;2;2;11704
2023-06-01;9;2;3;1018
2023-06-01;9;2;4;6622
2023-06-01;10;2;1;199
2023-06-01;10;2;2;30248
2023-06-01;10;2;3;5338
2023-06-01;10;2;4;17114
2023-06-01;11;2;1;150
2023-06-01;11;2;2;22800
2023-06-01;11;2;3;4024
2023-06-01;11;2;4;12900
2023-06-01;12;2;1;100
2023-06-01;12;2;2;15200
2023-06-01;12;2;3;2682
2023-06-01;12;2;4;8600
2023-06-01;1;3;1;157
2023-06-01;1;3;2;26376
2023-06-01;1;3;3;3597
2023-06-01;1;3;4;14444
2023-06-01;2;3;1;112
2023-06-01;2;3;2;18816
2023-06-01;2;3;3;2566
2023-06-01;2;3;4;10304
2023-06-01;3;3;1;135
2023-06-01;3;3;2;22680
2023-06-01;3;3;3;3093
2023-06-01;3;3;4;12420
2023-06-01;4;3;1;112
2023-06-01;4;3;2;18816
2023-06-01;4;3;3;2566
2023-06-01;4;3;4;10304
2023-06-01;5;3;1;124
2023-06-01;5;3;2;20832
2023-06-01;5;3;3;2841
2023-06-01;5;3;4;11408
2023-06-01;6;3;1;93
2023-06-01;6;3;2;15624
2023-06-01;6;3;3;3430
2023-06-01;6;3;4;8556
2023-06-01;7;3;1;72
2023-06-01;7;3;2;12096
2023-06-01;7;3;3;2655
2023-06-01;7;3;4;6624
2023-06-01;8;3;1;47
2023-06-01;8;3;2;7896
2023-06-01;8;3;3;687
2023-06-01;8;3;4;4324
2023-06-01;9;3;1;38
2023-06-01;9;3;2;6384
2023-06-01;9;3;3;555
2023-06-01;9;3;4;3496
2023-06-01;10;3;1;98
2023-06-01;10;3;2;16464
2023-06-01;10;3;3;2905
2023-06-01;10;3;4;9016
2023-06-01;11;3;1;73
2023-06-01;11;3;2;12264
2023-06-01;11;3;3;2164
2023-06-01;11;3;4;6716
2023-06-01;12;3;1;49
2023-06-01;12;3;2;8232
2023-06-01;12;3;3;1453
2023-06-01;12;3;4;4508
2023-06-01;1;4;1;67
2023-06-01;1;4;2;10050
2023-06-01;1;4;3;1370
2023-06-01;1;4;4;5896
2023-06-01;2;4;1;47
2023-06-01;2;4;2;7050
2023-06-01;2;4;3;961
2023-06-01;2;4;4;4136
2023-06-01;3;4;1;57
2023-06-01;3;4;2;8550
2023-06-01;3;4;3;1166
2023-06-01;3;4;4;5016
2023-06-01;4;4;1;47
2023-06-01;4;4;2;7050
2023-06-01;4;4;3;961
2023-06-01;4;4;4;4136
2023-06-01;5;4;1;52
2023-06-01;5;4;2;7800
2023-06-01;5;4;3;1064
2023-06-01;5;4;4;4576
2023-06-01;6;4;1;43
2023-06-01;6;4;2;6450
2023-06-01;6;4;3;1416
2023-06-01;6;4;4;3784
2023-06-01;7;4;1;33
2023-06-01;7;4;2;4950
2023-06-01;7;4;3;1087
2023-06-01;7;4;4;2904
2023-06-01;8;4;1;26
2023-06-01;8;4;2;3900
2023-06-01;8;4;3;339
2023-06-01;8;4;4;2288
2023-06-01;9;4;1;21
2023-06-01;9;4;2;3150
2023-06-01;9;4;3;274
2023-06-01;9;4;4;1848
2023-06-01;10;4;1;34
2023-06-01;10;4;2;5100
2023-06-01;10;4;3;900
2023-06-01;10;4;4;2992
2023-06-01;11;4;1;26
2023-06-01;11;4;2;3900
2023-06-01;11;4;3;688
2023-06-01;11;4;4;2288
2023-06-01;12;4;1;17
2023-06-01;12;4;2;2550
2023-06-01;12;4;3;450
2023-06-01;12;4;4;1496
2023-06-01;1;5;1;31
2023-06-01;1;5;2;5332
2023-06-01;1;5;3;727
2023-06-01;1;5;4;2945
2023-06-01;2;5;1;22
2023-06-01;2;5;2;3784
2023-06-01;2;5;3;516
2023-06-01;2;5;4;2090
2023-06-01;3;5;1;27
2023-06-01;3;5;2;4644
2023-06-01;3;5;3;633
2023-06-01;3;5;4;2565
2023-06-01;4;5;1;22
2023-06-01;4;5;2;3784
2023-06-01;4;5;3;516
2023-06-01;4;5;4;2090
2023-06-01;5;5;1;24
2023-06-01;5;5;2;4128
2023-06-01;5;5;3;563
2023-06-01;5;5;4;2280
2023-06-01;6;5;1;20
2023-06-01;6;5;2;3440
2023-06-01;6;5;3;755
2023-06-01;6;5;4;1900
2023-06-01;7;5;1;16
2023-06-01;7;5;2;2752
2023-06-01;7;5;3;604
2023-06-01;7;5;4;1520
2023-06-01;8;5;1;12
2023-06-01;8;5;2;2064
2023-06-01;8;5;3;179
2023-06-01;8;5;4;1140
2023-06-01;9;5;1;10
2023-06-01;9;5;2;1720
2023-06-01;9;5;3;150
2023-06-01;9;5;4;950
2023-06-01;10;5;1;16
2023-06-01;10;5;2;2752
2023-06-01;10;5;3;486
2023-06-01;10;5;4;1520
2023-06-01;11;5;1;12
2023-06-01;11;5;2;2064
2023-06-01;11;5;3;364
2023-06-01;11;5;4;1140
2023-06-01;12;5;1;8
2023-06-01;12;5;2;1376
2023-06-01;12;5;3;243
2023-06-01;12;5;4;760
2023-06-01;1;6;1;32
2023-06-01;1;6;2;6560
2023-06-01;1;6;3;895
2023-06-01;1;6;4;3776
2023-06-01;2;6;1;23
2023-06-01;2;6;2;4715
2023-06-01;2;6;3;643
2023-06-01;2;6;4;2714
2023-06-01;3;6;1;27
2023-06-01;3;6;2;5535
2023-06-01;3;6;3;755
2023-06-01;3;6;4;3186
2023-06-01;4;6;1;23
2023-06-01;4;6;2;4715
2023-06-01;4;6;3;643
2023-06-01;4;6;4;2714
2023-06-01;5;6;1;25
2023-06-01;5;6;2;5125
2023-06-01;5;6;3;699
2023-06-01;5;6;4;2950
2023-06-01;6;6;1;29
2023-06-01;6;6;2;5945
2023-06-01;6;6;3;1305
2023-06-01;6;6;4;3422
2023-06-01;7;6;1;23
2023-06-01;7;6;2;4715
2023-06-01;7;6;3;1035
2023-06-01;7;6;4;2714
2023-06-01;8;6;1;24
2023-06-01;8;6;2;4920
2023-06-01;8;6;3;428
2023-06-01;8;6;4;2832
2023-06-01;9;6;1;20
2023-06-01;9;6;2;4100
2023-06-01;9;6;3;357
2023-06-01;9;6;4;2360
2023-06-01;10;6;1;29
2023-06-01;10;6;2;5945
2023-06-01;10;6;3;1049
2023-06-01;10;6;4;3422
2023-06-01;11;6;1;21
2023-06-01;11;6;2;4305
2023-06-01;11;6;3;760
2023-06-01;11;6;4;2478
2023-06-01;12;6;1;14
2023-06-01;12;6;2;2870
2023-06-01;12;6;3;506
2023-06-01;12;6;4;1652
2023-06-01;1;7;1;53
2023-06-01;1;7;2;10176
2023-06-01;1;7;3;1388
2023-06-01;1;7;4;5830
2023-06-01;2;7;1;38
2023-06-01;2;7;2;7296
2023-06-01;2;7;3;995
2023-06-01;2;7;4;4180
2023-06-01;3;7;1;45
2023-06-01;3;7;2;8640
2023-06-01;3;7;3;1178
2023-06-01;3;7;4;4950
2023-06-01;4;7;1;38
2023-06-01;4;7;2;7296
2023-06-01;4;7;3;995
2023-06-01;4;7;4;4180
2023-06-01;5;7;1;41
2023-06-01;5;7;2;7872
2023-06-01;5;7;3;1073
2023-06-01;5;7;4;4510
2023-06-01;6;7;1;48
2023-06-01;6;7;2;9216
2023-06-01;6;7;3;2023
2023-06-01;6;7;4;5280
2023-06-01;7;7;1;38
2023-06-01;7;7;2;7296
2023-06-01;7;7;3;1602
2023-06-01;7;7;4;4180
2023-06-01;8;7;1;40
2023-06-01;8;7;2;7680
2023-06-01;8;7;3;668
2023-06-01;8;7;4;4400
2023-06-01;9;7;1;32
2023-06-01;9;7;2;6144
2023-06-01;9;7;3;534
2023-06-01;9;7;4;3520
2023-06-01;10;7;1;47
2023-06-01;10;7;2;9024
2023-06-01;10;7;3;1592
2023-06-01;10;7;4;5170
2023-06-01;11;7;1;36
2023-06-01;11;7;2;6912
2023-06-01;11;7;3;1220
2023-06-01;11;7;4;3960
2023-06-01;12;7;1;24
2023-06-01;12;7;2;4608
2023-06-01;12;7;3;813
2023-06-01;12;7;4;2640
2023-06-01;1;10;1;76
2023-06-01;1;10;2;10032
2023-06-01;1;10;3;1368
2023-06-01;1;10;4;6080
2023-06-01;2;10;1;54
2023-06-01;2;10;2;7128
2023-06-01;2;10;3;972
2023-06-01;2;10;4;4320
2023-06-01;3;10;1;65
2023-06-01;3;10;2;8580
2023-06-01;3;10;3;1170
2023-06-01;3;10;4;5200
2023-06-01;4;10;1;54
2023-06-01;4;10;2;7128
2023-06-01;4;10;3;972
2023-06-01;4;10;4;4320
2023-06-01;5;10;1;59
2023-06-01;5;10;2;7788
2023-06-01;5;10;3;1062
2023-06-01;5;10;4;4720
2023-06-01;6;10;1;34
2023-06-01;6;10;2;4488
2023-06-01;6;10;3;985
2023-06-01;6;10;4;2720
2023-06-01;7;10;1;26
2023-06-01;7;10;2;3432
2023-06-01;7;10;3;753
2023-06-01;7;10;4;2080
2023-06-01;8;10;1;12
2023-06-01;8;10;2;1584
2023-06-01;8;10;3;138
2023-06-01;8;10;4;960
2023-06-01;9;10;1;10
2023-06-01;9;10;2;1320
2023-06-01;9;10;3;115
2023-06-01;9;10;4;800
2023-06-01;10;10;1;27
2023-06-01;10;10;2;3564
2023-06-01;10;10;3;629
2023-06-01;10;10;4;2160
2023-06-01;11;10;1;20
2023-06-01;11;10;2;2640
2023-06-01;11;10;3;466
2023-06-01;11;10;4;1600
2023-06-01;12;10;1;13
2023-06-01;12;10;2;1716
2023-06-01;12;10;3;303
2023-06-01;12;10;4;1040
2023-06-01;1;11;1;64
2023-06-01;1;11;2;7936
2023-06-01;1;11;3;1082
2023-06-01;1;11;4;4864
2023-06-01;2;11;1;46
2023-06-01;2;11;2;5704
2023-06-01;2;11;3;778
2023-06-01;2;11;4;3496
2023-06-01;3;11;1;55
2023-06-01;3;11;2;6820
2023-06-01;3;11;3;930
2023-06-01;3;11;4;4180
2023-06-01;4;11;1;46
2023-06-01;4;11;2;5704
2023-06-01;4;11;3;778
2023-06-01;4;11;4;3496
2023-06-01;5;11;1;50
2023-06-01;5;11;2;6200
2023-06-01;5;11;3;845
2023-06-01;5;11;4;3800
2023-06-01;6;11;1;28
2023-06-01;6;11;2;3472
2023-06-01;6;11;3;762
2023-06-01;6;11;4;2128
2023-06-01;7;11;1;22
2023-06-01;7;11;2;2728
2023-06-01;7;11;3;599
2023-06-01;7;11;4;1672
2023-06-01;8;11;1;11
2023-06-01;8;11;2;1364
2023-06-01;8;11;3;119
2023-06-01;8;11;4;836
2023-06-01;9;11;1;8
2023-06-01;9;11;2;992
2023-06-01;9;11;3;86
2023-06-01;9;11;4;608
2023-06-01;10;11;1;22
2023-06-01;10;11;2;2728
2023-06-01;10;11;3;481
2023-06-01;10;11;4;1672
2023-06-01;11;11;1;17
2023-06-01;11;11;2;2108
2023-06-01;11;11;3;372
2023-06-01;11;11;4;1292
2023-06-01;12;11;1;11
2023-06-01;12;11;2;1364
2023-06-01;12;11;3;241
2023-06-01;12;11;4;836
2023-07-01;1;1;1;464
2023-07-01;1;1;2;64032
2023-07-01;1;1;3;8732
2023-07-01;1;1;4;38048
2023-07-01;2;1;1;330
2023-07-01;2;1;2;45540
2023-07-01;2;1;3;6210
2023-07-01;2;1;4;27060
2023-07-01;3;1;1;396
2023-07-01;3;1;2;54648
2023-07-01;3;1;3;7452
2023-07-01;3;1;4;32472
2023-07-01;4;1;1;330
2023-07-01;4;1;2;45540
2023-07-01;4;1;3;6210
2023-07-01;4;1;4;27060
2023-07-01;5;1;1;363
2023-07-01;5;1;2;50094
2023-07-01;5;1;3;6831
2023-07-01;5;1;4;29766
2023-07-01;6;1;1;273
2023-07-01;6;1;2;37674
2023-07-01;6;1;3;8270
2023-07-01;6;1;4;22386
2023-07-01;7;1;1;212
2023-07-01;7;1;2;29256
2023-07-01;7;1;3;6422
2023-07-01;7;1;4;17384
2023-07-01;8;1;1;138
2023-07-01;8;1;2;19044
2023-07-01;8;1;3;1656
2023-07-01;8;1;4;11316
2023-07-01;9;1;1;110
2023-07-01;9;1;2;15180
2023-07-01;9;1;3;1320
2023-07-01;9;1;4;9020
2023-07-01;10;1;1;286
2023-07-01;10;1;2;39468
2023-07-01;10;1;3;6965
2023-07-01;10;1;4;23452
2023-07-01;11;1;1;215
2023-07-01;11;1;2;29670
2023-07-01;11;1;3;5236
2023-07-01;11;1;4;17630
2023-07-01;12;1;1;143
2023-07-01;12;1;2;19734
2023-07-01;12;1;3;3482
2023-07-01;12;1;4;11726
2023-07-01;1;2;1;336
2023-07-01;1;2;2;51072
2023-07-01;1;2;3;6964
2023-07-01;1;2;4;28896
2023-07-01;2;2;1;239
2023-07-01;2;2;2;36328
2023-07-01;2;2;3;4954
2023-07-01;2;2;4;20554
2023-07-01;3;2;1;287
2023-07-01;3;2;2;43624
2023-07-01;3;2;3;5949
2023-07-01;3;2;4;24682
2023-07-01;4;2;1;239
2023-07-01;4;2;2;36328
2023-07-01;4;2;3;4954
2023-07-01;4;2;4;20554
2023-07-01;5;2;1;263
2023-07-01;5;2;2;39976
2023-07-01;5;2;3;5451
2023-07-01;5;2;4;22618
2023-07-01;6;2;1;197
2023-07-01;6;2;2;29944
2023-07-01;6;2;3;6573
2023-07-01;6;2;4;16942
2023-07-01;7;2;1;153
2023-07-01;7;2;2;23256
2023-07-01;7;2;3;5105
2023-07-01;7;2;4;13158
2023-07-01;8;2;1;100
2023-07-01;8;2;2;15200
2023-07-01;8;2;3;1322
2023-07-01;8;2;4;8600
2023-07-01;9;2;1;80
2023-07-01;9;2;2;12160
2023-07-01;9;2;3;1057
2023-07-01;9;2;4;6880
2023-07-01;10;2;1;207
2023-07-01;10;2;2;31464
2023-07-01;10;2;3;5552
2023-07-01;10;2;4;17802
2023-07-01;11;2;1;155
2023-07-01;11;2;2;23560
2023-07-01;11;2;3;4158
2023-07-01;11;2;4;13330
2023-07-01;12;2;1;104
2023-07-01;12;2;2;15808
2023-07-01;12;2;3;2790
2023-07-01;12;2;4;8944
2023-07-01;1;3;1;157
2023-07-01;1;3;2;26376
2023-07-01;1;3;3;3597
2023-07-01;1;3;4;14444
2023-07-01;2;3;1;111
2023-07-01;2;3;2;18648
2023-07-01;2;3;3;2543
2023-07-01;2;3;4;10212
2023-07-01;3;3;1;134
2023-07-01;3;3;2;22512
2023-07-01;3;3;3;3070
2023-07-01;3;3;4;12328
2023-07-01;4;3;1;111
2023-07-01;4;3;2;18648
2023-07-01;4;3;3;2543
2023-07-01;4;3;4;10212
2023-07-01;5;3;1;123
2023-07-01;5;3;2;20664
2023-07-01;5;3;3;2818
2023-07-01;5;3;4;11316
2023-07-01;6;3;1;92
2023-07-01;6;3;2;15456
2023-07-01;6;3;3;3393
2023-07-01;6;3;4;8464
2023-07-01;7;3;1;72
2023-07-01;7;3;2;12096
2023-07-01;7;3;3;2655
2023-07-01;7;3;4;6624
2023-07-01;8;3;1;46
2023-07-01;8;3;2;7728
2023-07-01;8;3;3;672
2023-07-01;8;3;4;4232
2023-07-01;9;3;1;37
2023-07-01;9;3;2;6216
2023-07-01;9;3;3;541
2023-07-01;9;3;4;3404
2023-07-01;10;3;1;97
2023-07-01;10;3;2;16296
2023-07-01;10;3;3;2876
2023-07-01;10;3;4;8924
2023-07-01;11;3;1;72
2023-07-01;11;3;2;12096
2023-07-01;11;3;3;2135
2023-07-01;11;3;4;6624
2023-07-01;12;3;1;48
2023-07-01;12;3;2;8064
2023-07-01;12;3;3;1423
2023-07-01;12;3;4;4416
2023-07-01;1;4;1;63
2023-07-01;1;4;2;9450
2023-07-01;1;4;3;1289
2023-07-01;1;4;4;5544
2023-07-01;2;4;1;44
2023-07-01;2;4;2;6600
2023-07-01;2;4;3;900
2023-07-01;2;4;4;3872
2023-07-01;3;4;1;53
2023-07-01;3;4;2;7950
2023-07-01;3;4;3;1084
2023-07-01;3;4;4;4664
2023-07-01;4;4;1;44
2023-07-01;4;4;2;6600
2023-07-01;4;4;3;900
2023-07-01;4;4;4;3872
2023-07-01;5;4;1;49
2023-07-01;5;4;2;7350
2023-07-01;5;4;3;1002
2023-07-01;5;4;4;4312
2023-07-01;6;4;1;40
2023-07-01;6;4;2;6000
2023-07-01;6;4;3;1317
2023-07-01;6;4;4;3520
2023-07-01;7;4;1;31
2023-07-01;7;4;2;4650
2023-07-01;7;4;3;1021
2023-07-01;7;4;4;2728
2023-07-01;8;4;1;24
2023-07-01;8;4;2;3600
2023-07-01;8;4;3;313
2023-07-01;8;4;4;2112
2023-07-01;9;4;1;20
2023-07-01;9;4;2;3000
2023-07-01;9;4;3;261
2023-07-01;9;4;4;1760
2023-07-01;10;4;1;32
2023-07-01;10;4;2;4800
2023-07-01;10;4;3;847
2023-07-01;10;4;4;2816
2023-07-01;11;4;1;24
2023-07-01;11;4;2;3600
2023-07-01;11;4;3;635
2023-07-01;11;4;4;2112
2023-07-01;12;4;1;16
2023-07-01;12;4;2;2400
2023-07-01;12;4;3;424
2023-07-01;12;4;4;1408
2023-07-01;1;5;1;31
2023-07-01;1;5;2;5332
2023-07-01;1;5;3;727
2023-07-01;1;5;4;2945
2023-07-01;2;5;1;21
2023-07-01;2;5;2;3612
2023-07-01;2;5;3;493
2023-07-01;2;5;4;1995
2023-07-01;3;5;1;25
2023-07-01;3;5;2;4300
2023-07-01;3;5;3;586
2023-07-01;3;5;4;2375
2023-07-01;4;5;1;21
2023-07-01;4;5;2;3612
2023-07-01;4;5;3;493
2023-07-01;4;5;4;1995
2023-07-01;5;5;1;23
2023-07-01;5;5;2;3956
2023-07-01;5;5;3;539
2023-07-01;5;5;4;2185
2023-07-01;6;5;1;19
2023-07-01;6;5;2;3268
2023-07-01;6;5;3;717
2023-07-01;6;5;4;1805
2023-07-01;7;5;1;15
2023-07-01;7;5;2;2580
2023-07-01;7;5;3;566
2023-07-01;7;5;4;1425
2023-07-01;8;5;1;12
2023-07-01;8;5;2;2064
2023-07-01;8;5;3;179
2023-07-01;8;5;4;1140
2023-07-01;9;5;1;9
2023-07-01;9;5;2;1548
2023-07-01;9;5;3;135
2023-07-01;9;5;4;855
2023-07-01;10;5;1;15
2023-07-01;10;5;2;2580
2023-07-01;10;5;3;455
2023-07-01;10;5;4;1425
2023-07-01;11;5;1;11
2023-07-01;11;5;2;1892
2023-07-01;11;5;3;334
2023-07-01;11;5;4;1045
2023-07-01;12;5;1;8
2023-07-01;12;5;2;1376
2023-07-01;12;5;3;243
2023-07-01;12;5;4;760
2023-07-01;1;6;1;32
2023-07-01;1;6;2;6560
2023-07-01;1;6;3;895
2023-07-01;1;6;4;3776
2023-07-01;2;6;1;24
2023-07-01;2;6;2;4920
2023-07-01;2;6;3;671
2023-07-01;2;6;4;2832
2023-07-01;3;6;1;28
2023-07-01;3;6;2;5740
2023-07-01;3;6;3;783
2023-07-01;3;6;4;3304
2023-07-01;4;6;1;24
2023-07-01;4;6;2;4920
2023-07-01;4;6;3;671
2023-07-01;4;6;4;2832
2023-07-01;5;6;1;26
2023-07-01;5;6;2;5330
2023-07-01;5;6;3;727
2023-07-01;5;6;4;3068
2023-07-01;6;6;1;30
2023-07-01;6;6;2;6150
2023-07-01;6;6;3;1350
2023-07-01;6;6;4;3540
2023-07-01;7;6;1;24
2023-07-01;7;6;2;4920
2023-07-01;7;6;3;1080
2023-07-01;7;6;4;2832
2023-07-01;8;6;1;25
2023-07-01;8;6;2;5125
2023-07-01;8;6;3;446
2023-07-01;8;6;4;2950
2023-07-01;9;6;1;20
2023-07-01;9;6;2;4100
2023-07-01;9;6;3;357
2023-07-01;9;6;4;2360
2023-07-01;10;6;1;30
2023-07-01;10;6;2;6150
2023-07-01;10;6;3;1085
2023-07-01;10;6;4;3540
2023-07-01;11;6;1;22
2023-07-01;11;6;2;4510
2023-07-01;11;6;3;796
2023-07-01;11;6;4;2596
2023-07-01;12;6;1;15
2023-07-01;12;6;2;3075
2023-07-01;12;6;3;543
2023-07-01;12;6;4;1770
2023-07-01;1;7;1;57
2023-07-01;1;7;2;10944
2023-07-01;1;7;3;1492
2023-07-01;1;7;4;6270
2023-07-01;2;7;1;42
2023-07-01;2;7;2;8064
2023-07-01;2;7;3;1100
2023-07-01;2;7;4;4620
2023-07-01;3;7;1;50
2023-07-01;3;7;2;9600
2023-07-01;3;7;3;1309
2023-07-01;3;7;4;5500
2023-07-01;4;7;1;42
2023-07-01;4;7;2;8064
2023-07-01;4;7;3;1100
2023-07-01;4;7;4;4620
2023-07-01;5;7;1;46
2023-07-01;5;7;2;8832
2023-07-01;5;7;3;1204
2023-07-01;5;7;4;5060
2023-07-01;6;7;1;53
2023-07-01;6;7;2;10176
2023-07-01;6;7;3;2234
2023-07-01;6;7;4;5830
2023-07-01;7;7;1;42
2023-07-01;7;7;2;8064
2023-07-01;7;7;3;1770
2023-07-01;7;7;4;4620
2023-07-01;8;7;1;45
2023-07-01;8;7;2;8640
2023-07-01;8;7;3;751
2023-07-01;8;7;4;4950
2023-07-01;9;7;1;36
2023-07-01;9;7;2;6912
2023-07-01;9;7;3;601
2023-07-01;9;7;4;3960
2023-07-01;10;7;1;52
2023-07-01;10;7;2;9984
2023-07-01;10;7;3;1762
2023-07-01;10;7;4;5720
2023-07-01;11;7;1;39
2023-07-01;11;7;2;7488
2023-07-01;11;7;3;1321
2023-07-01;11;7;4;4290
2023-07-01;12;7;1;26
2023-07-01;12;7;2;4992
2023-07-01;12;7;3;881
2023-07-01;12;7;4;2860
2023-07-01;1;10;1;80
2023-07-01;1;10;2;10560
2023-07-01;1;10;3;1440
2023-07-01;1;10;4;6400
2023-07-01;2;10;1;56
2023-07-01;2;10;2;7392
2023-07-01;2;10;3;1008
2023-07-01;2;10;4;4480
2023-07-01;3;10;1;68
2023-07-01;3;10;2;8976
2023-07-01;3;10;3;1224
2023-07-01;3;10;4;5440
2023-07-01;4;10;1;56
2023-07-01;4;10;2;7392
2023-07-01;4;10;3;1008
2023-07-01;4;10;4;4480
2023-07-01;5;10;1;62
2023-07-01;5;10;2;8184
2023-07-01;5;10;3;1116
2023-07-01;5;10;4;4960
2023-07-01;6;10;1;35
2023-07-01;6;10;2;4620
2023-07-01;6;10;3;1014
2023-07-01;6;10;4;2800
2023-07-01;7;10;1;27
2023-07-01;7;10;2;3564
2023-07-01;7;10;3;782
2023-07-01;7;10;4;2160
2023-07-01;8;10;1;13
2023-07-01;8;10;2;1716
2023-07-01;8;10;3;149
2023-07-01;8;10;4;1040
2023-07-01;9;10;1;10
2023-07-01;9;10;2;1320
2023-07-01;9;10;3;115
2023-07-01;9;10;4;800
2023-07-01;10;10;1;28
2023-07-01;10;10;2;3696
2023-07-01;10;10;3;652
2023-07-01;10;10;4;2240
2023-07-01;11;10;1;21
2023-07-01;11;10;2;2772
2023-07-01;11;10;3;489
2023-07-01;11;10;4;1680
2023-07-01;12;10;1;14
2023-07-01;12;10;2;1848
2023-07-01;12;10;3;326
2023-07-01;12;10;4;1120
2023-07-01;1;11;1;71
2023-07-01;1;11;2;8804
2023-07-01;1;11;3;1201
2023-07-01;1;11;4;5396
2023-07-01;2;11;1;52
2023-07-01;2;11;2;6448
2023-07-01;2;11;3;879
2023-07-01;2;11;4;3952
2023-07-01;3;11;1;62
2023-07-01;3;11;2;7688
2023-07-01;3;11;3;1048
2023-07-01;3;11;4;4712
2023-07-01;4;11;1;52
2023-07-01;4;11;2;6448
2023-07-01;4;11;3;879
2023-07-01;4;11;4;3952
2023-07-01;5;11;1;57
2023-07-01;5;11;2;7068
2023-07-01;5;11;3;964
2023-07-01;5;11;4;4332
2023-07-01;6;11;1;32
2023-07-01;6;11;2;3968
2023-07-01;6;11;3;871
2023-07-01;6;11;4;2432
2023-07-01;7;11;1;25
2023-07-01;7;11;2;3100
2023-07-01;7;11;3;680
2023-07-01;7;11;4;1900
2023-07-01;8;11;1;12
2023-07-01;8;11;2;1488
2023-07-01;8;11;3;129
2023-07-01;8;11;4;912
2023-07-01;9;11;1;10
2023-07-01;9;11;2;1240
2023-07-01;9;11;3;108
2023-07-01;9;11;4;760
2023-07-01;10;11;1;25
2023-07-01;10;11;2;3100
2023-07-01;10;11;3;547
2023-07-01;10;11;4;1900
2023-07-01;11;11;1;19
2023-07-01;11;11;2;2356
2023-07-01;11;11;3;416
2023-07-01;11;11;4;1444
2023-07-01;12;11;1;13
2023-07-01;12;11;2;1612
2023-07-01;12;11;3;284
2023-07-01;12;11;4;988
2023-08-01;1;1;1;458
2023-08-01;1;1;2;63204
2023-08-01;1;1;3;8619
2023-08-01;1;1;4;37556
2023-08-01;2;1;1;326
2023-08-01;2;1;2;44988
2023-08-01;2;1;3;6135
2023-08-01;2;1;4;26732
2023-08-01;3;1;1;392
2023-08-01;3;1;2;54096
2023-08-01;3;1;3;7377
2023-08-01;3;1;4;32144
2023-08-01;4;1;1;326
2023-08-01;4;1;2;44988
2023-08-01;4;1;3;6135
2023-08-01;4;1;4;26732
2023-08-01;5;1;1;359
2023-08-01;5;1;2;49542
2023-08-01;5;1;3;6756
2023-08-01;5;1;4;29438
2023-08-01;6;1;1;269
2023-08-01;6;1;2;37122
2023-08-01;6;1;3;8149
2023-08-01;6;1;4;22058
2023-08-01;7;1;1;209
2023-08-01;7;1;2;28842
2023-08-01;7;1;3;6331
2023-08-01;7;1;4;17138
2023-08-01;8;1;1;136
2023-08-01;8;1;2;18768
2023-08-01;8;1;3;1632
2023-08-01;8;1;4;11152
2023-08-01;9;1;1;109
2023-08-01;9;1;2;15042
2023-08-01;9;1;3;1308
2023-08-01;9;1;4;8938
2023-08-01;10;1;1;283
2023-08-01;10;1;2;39054
2023-08-01;10;1;3;6892
2023-08-01;10;1;4;23206
2023-08-01;11;1;1;212
2023-08-01;11;1;2;29256
2023-08-01;11;1;3;5163
2023-08-01;11;1;4;17384
2023-08-01;12;1;1;141
2023-08-01;12;1;2;19458
2023-08-01;12;1;3;3434
2023-08-01;12;1;4;11562
2023-08-01;1;2;1;328
2023-08-01;1;2;2;49856
2023-08-01;1;2;3;6799
2023-08-01;1;2;4;28208
2023-08-01;2;2;1;234
2023-08-01;2;2;2;35568
2023-08-01;2;2;3;4850
